Rk,Player,Ind,From,To,Tm,Lg,MPG,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
151,Dennis Smith,smithde03,2018,2020,TOT,NBA,26.2,156,122,4094,9.1,22.7,6.8,15.5,2.3,7.2,3.1,4.8,1.2,4.7,5.9,8.5,2.0,0.6,4.9,4.2,23.6,.400,.440,.314,.450,.647,.475
152,Jaylen Brown,brownja02,2017,2020,BOS,NBA,26.1,272,165,7108,9.0,19.2,6.5,12.4,2.5,6.9,3.6,5.3,1.6,6.7,8.3,2.7,1.6,0.6,2.8,4.6,24.3,.470,.526,.370,.536,.680,.562
153,Clint Capela,capelca01,2015,2020,HOU,NBA,26.0,334,274,8674,9.9,15.6,9.9,15.6,0.0,0.0,3.0,5.8,6.1,12.0,18.1,1.8,1.3,2.7,2.3,4.7,22.8,.634,.635,.000,.634,.526,.629
154,Jonathan Isaac,isaacjo01,2018,2020,ORL,NBA,26.0,134,106,3481,6.5,15.1,4.7,9.5,1.9,5.7,2.6,3.3,2.4,7.9,10.3,2.0,2.0,2.9,2.1,3.8,17.5,.432,.495,.328,.494,.794,.529
155,J.J. Redick,redicjj01,2007,2020,TOT,NBA,25.9,890,487,23085,8.4,18.8,4.4,9.1,4.1,9.7,4.3,4.9,0.4,3.6,4.0,3.9,0.9,0.2,2.2,3.0,25.3,.448,.482,.416,.556,.891,.602
156,Pascal Siakam,siakapa01,2017,2020,TOR,NBA,25.9,269,175,6968,9.3,18.4,7.7,13.8,1.6,4.7,3.7,4.8,2.3,8.2,10.4,4.3,1.5,1.3,2.7,4.6,23.8,.504,.562,.333,.546,.766,.580
157,Ryan Anderson,anderry01,2009,2020,TOT,NBA,25.8,649,289,16769,8.5,20.1,4.4,9.3,4.1,10.7,3.6,4.2,3.8,6.7,10.5,1.8,1.0,0.7,1.9,3.9,24.6,.422,.470,.380,.523,.854,.561
158,Danuel House,houseda01,2017,2020,TOT,NBA,25.8,121,63,3122,5.8,13.1,2.7,4.8,3.1,8.3,2.3,2.8,1.4,5.6,7.0,2.2,1.4,0.7,1.4,3.4,16.9,.440,.563,.369,.557,.797,.588
159,Coby White,whiteco01,2020,2020,CHI,NBA,25.8,65,1,1674,9.0,22.8,5.2,12.0,3.8,10.8,2.9,3.7,0.8,5.8,6.6,5.0,1.4,0.2,3.1,3.4,24.7,.394,.430,.354,.478,.791,.506
160,Spencer Dinwiddie,dinwisp01,2015,2020,TOT,NBA,25.7,317,130,8162,7.8,18.9,5.2,10.8,2.6,8.1,6.1,7.6,0.8,4.4,5.2,9.3,1.3,0.5,3.3,4.4,24.2,.410,.480,.318,.479,.793,.542
161,Markelle Fultz,fultzma01,2018,2020,TOT,NBA,25.7,97,74,2493,8.4,18.3,7.7,15.7,0.7,2.6,2.6,3.9,1.4,4.9,6.3,8.7,2.2,0.4,3.4,3.9,20.0,.456,.489,.256,.475,.668,.499
162,Tyler Johnson,johnsty01,2015,2020,TOT,NBA,25.7,301,71,7740,7.3,17.1,4.9,10.4,2.4,6.7,3.3,4.2,1.1,5.1,6.2,4.8,1.7,0.9,2.3,3.7,20.3,.430,.476,.358,.500,.770,.537
163,Derrick Favors,favorde01,2011,2020,TOT,NBA,25.6,677,479,17356,9.3,17.6,9.2,17.1,0.1,0.5,4.1,6.3,5.1,9.7,14.8,2.3,1.6,2.5,2.8,5.2,22.9,.530,.539,.207,.533,.662,.562
164,Caris LeVert,leverca01,2017,2020,BRK,NBA,25.6,207,86,5295,8.6,19.9,6.2,13.0,2.4,7.0,3.6,5.1,1.4,5.5,6.9,6.5,2.0,0.5,3.4,3.6,23.2,.430,.478,.342,.490,.711,.522
165,Markieff Morris,morrima02,2012,2020,TOT,NBA,25.6,631,347,16145,8.6,19.2,7.0,14.5,1.6,4.7,3.5,4.5,2.5,8.0,10.4,3.2,1.7,1.1,3.1,5.6,22.3,.448,.482,.344,.490,.778,.527
166,Domantas Sabonis,sabondo01,2017,2020,TOT,NBA,25.6,291,152,7439,9.3,17.8,8.7,15.9,0.6,1.8,4.2,5.8,3.9,11.5,15.3,5.0,1.1,0.8,3.6,5.6,23.3,.522,.545,.321,.538,.722,.574
167,Bam Adebayo,adebaba01,2018,2020,MIA,NBA,25.5,216,112,5516,7.7,13.8,7.7,13.5,0.0,0.3,4.7,6.7,4.0,10.8,14.8,5.5,1.6,1.7,3.3,4.5,20.2,.558,.568,.114,.559,.711,.603
168,Miles Bridges,bridgmi02,2019,2020,CHO,NBA,25.5,145,89,3691,7.4,16.9,5.2,10.2,2.2,6.7,2.2,2.8,2.1,7.1,9.2,2.8,1.3,1.3,1.9,3.3,19.3,.440,.513,.328,.505,.788,.531
169,Jeremy Lin,linje01,2011,2019,TOT,NBA,25.5,480,221,12218,7.7,17.7,5.8,12.3,1.8,5.3,5.5,6.8,0.8,4.6,5.4,8.3,2.1,0.7,4.4,4.3,22.6,.433,.473,.342,.485,.809,.548
170,Dennis Schröder,schrode01,2014,2020,TOT,NBA,25.5,494,176,12607,10.2,23.4,8.0,17.0,2.2,6.5,4.4,5.4,0.8,4.7,5.4,8.7,1.5,0.2,4.5,3.7,27.0,.436,.473,.336,.482,.828,.524
171,Danny Green,greenda02,2010,2020,TOT,NBA,25.4,681,605,17298,6.3,14.8,2.6,5.5,3.7,9.2,1.4,1.8,1.2,5.7,6.9,3.1,2.0,1.6,2.0,3.5,17.7,.424,.461,.402,.549,.810,.568
172,Joe Ingles,inglejo01,2015,2020,UTA,NBA,25.4,470,260,11948,5.9,13.1,2.5,4.9,3.3,8.2,1.3,1.8,0.6,5.8,6.4,7.2,2.0,0.3,3.1,3.7,16.4,.446,.512,.407,.573,.748,.589
173,Kyle Korver,korveky01,2004,2020,TOT,NBA,25.4,1224,422,31056,6.7,15.2,2.7,5.8,4.0,9.3,2.1,2.4,0.6,5.4,6.0,3.5,1.3,0.7,2.1,4.1,19.6,.442,.464,.429,.574,.876,.602
174,Marvin Bagley,baglema01,2019,2020,SAC,NBA,25.3,75,10,1901,10.7,21.5,9.9,18.6,0.8,2.9,5.1,7.2,4.7,9.3,14.0,1.8,1.0,1.8,2.9,4.0,27.3,.497,.530,.288,.517,.703,.553
175,Michael Carter-Williams,cartemi01,2014,2020,TOT,NBA,25.3,357,192,9038,7.6,18.8,6.7,15.3,0.9,3.5,4.4,6.2,1.8,6.8,8.6,8.6,2.6,1.1,4.6,4.8,20.5,.403,.437,.256,.427,.711,.475
176,Josh Hart,hartjo01,2018,2020,TOT,NBA,25.3,187,59,4739,5.6,13.0,2.8,5.2,2.8,7.9,1.9,2.6,1.3,7.4,8.7,2.6,1.7,0.8,1.7,3.9,15.8,.428,.542,.353,.534,.713,.557
177,Jonas Valančiūnas,valanjo01,2013,2020,TOT,NBA,25.3,551,523,13931,9.8,17.5,9.6,16.7,0.3,0.7,4.9,6.2,5.3,12.4,17.7,1.8,0.8,2.1,3.1,5.6,24.8,.562,.571,.361,.570,.781,.613
178,Reggie Jackson,jacksre01,2012,2020,TOT,NBA,25.2,553,343,13933,9.6,22.4,7.2,15.4,2.3,6.9,4.2,4.9,1.1,4.8,5.9,8.8,1.4,0.2,3.8,3.9,25.7,.428,.469,.336,.480,.857,.524
179,Al-Farouq Aminu,aminual01,2011,2020,TOT,NBA,25.1,688,431,17264,5.6,13.4,4.1,8.7,1.6,4.7,2.6,3.5,2.8,9.5,12.3,2.5,1.9,1.1,2.5,3.8,15.5,.421,.467,.335,.479,.745,.518
180,Taj Gibson,gibsota01,2010,2020,TOT,NBA,25.1,799,440,20094,8.1,15.7,8.0,15.4,0.1,0.3,3.2,4.5,4.7,8.0,12.7,2.1,1.1,2.1,2.4,5.1,19.4,.515,.521,.220,.517,.709,.550
181,Udonis Haslem,hasleud01,2004,2020,MIA,NBA,25.1,857,499,21539,6.5,13.3,6.5,13.2,0.0,0.1,3.0,4.0,4.0,10.2,14.2,1.8,1.0,0.6,2.0,5.0,16.1,.489,.494,.070,.490,.755,.533
182,Iman Shumpert,shumpim01,2012,2020,TOT,NBA,25.0,459,246,11459,5.4,13.9,3.3,7.5,2.2,6.4,1.7,2.2,1.4,5.4,6.8,3.8,2.3,0.5,2.4,4.7,14.8,.392,.438,.338,.470,.764,.496
183,Cedi Osman,osmande01,2018,2020,CLE,NBA,24.9,202,152,5026,7.0,16.0,4.2,8.4,2.8,7.7,2.3,3.1,1.0,5.9,6.9,3.8,1.3,0.3,2.3,4.2,19.1,.437,.503,.364,.524,.717,.547
184,Lou Williams,willilo02,2006,2020,TOT,NBA,24.9,996,118,24775,9.5,22.5,6.7,14.7,2.8,7.9,7.8,9.3,0.8,3.8,4.6,7.0,1.8,0.4,3.5,2.7,29.5,.420,.458,.350,.481,.840,.554
185,Jae Crowder,crowdja01,2013,2020,TOT,NBA,24.7,601,290,14848,6.6,15.6,3.7,7.3,2.8,8.4,3.1,4.0,1.5,6.7,8.2,3.1,1.9,0.6,1.7,4.0,19.0,.419,.515,.336,.509,.779,.547
186,Josh Jackson,jacksjo02,2018,2020,TOT,NBA,24.7,174,64,4304,8.9,21.4,7.2,15.7,1.7,5.7,3.9,5.9,1.9,6.5,8.4,3.7,1.9,1.1,3.8,5.2,23.4,.417,.460,.298,.457,.651,.488
187,Michael Kidd-Gilchrist,kiddgmi01,2013,2020,TOT,NBA,24.7,442,356,10928,6.8,14.3,6.6,13.8,0.1,0.5,3.7,5.2,3.2,7.9,11.1,2.4,1.4,1.4,1.8,4.4,17.3,.474,.481,.272,.478,.715,.524
188,Terrence Ross,rosste01,2013,2020,TOT,NBA,24.6,555,176,13665,8.3,19.8,4.4,9.2,3.9,10.5,2.1,2.5,0.7,5.1,5.8,2.3,1.7,0.7,1.9,3.6,22.6,.421,.477,.371,.519,.825,.542
189,Landry Shamet,shamela01,2019,2020,TOT,NBA,24.6,126,54,3096,5.9,13.8,1.7,3.7,4.1,10.1,2.0,2.4,0.4,3.0,3.4,3.1,0.9,0.3,1.2,4.3,17.9,.425,.467,.410,.575,.846,.602
190,Kenneth Faried,farieke01,2012,2019,TOT,NBA,24.5,478,385,11728,9.3,17.0,9.3,16.8,0.0,0.2,4.4,6.7,6.2,10.3,16.5,2.0,1.5,1.7,2.7,5.0,23.0,.546,.550,.222,.548,.654,.577
191,Austin Rivers,riverau01,2013,2020,TOT,NBA,24.5,544,149,13325,6.9,16.6,4.7,10.1,2.2,6.4,2.5,4.0,0.7,3.5,4.2,4.7,1.4,0.4,2.3,4.5,18.6,.418,.462,.348,.485,.640,.508
192,Will Barton,bartowi01,2013,2020,TOT,NBA,24.4,496,161,12110,8.4,19.3,6.0,12.5,2.4,6.8,3.5,4.4,1.5,7.1,8.6,5.1,1.5,0.8,2.8,3.2,22.6,.434,.481,.347,.495,.786,.531
193,Jerami Grant,grantje01,2015,2020,TOT,NBA,24.4,447,167,10909,6.4,13.9,4.8,9.3,1.6,4.6,3.9,5.8,1.9,5.8,7.7,2.1,1.2,2.2,1.9,4.5,18.4,.463,.521,.348,.521,.666,.558
194,Kris Dunn,dunnkr01,2017,2020,TOT,NBA,24.3,227,126,5516,6.9,16.2,5.7,12.6,1.1,3.7,1.9,2.6,0.8,6.0,6.8,8.4,3.1,0.9,3.7,6.0,16.7,.422,.456,.306,.457,.726,.481
195,Devin Harris,harride01,2005,2019,TOT,NBA,24.3,985,448,23963,7.6,17.6,5.8,12.0,1.8,5.6,6.1,7.6,0.6,4.1,4.7,8.4,2.2,0.4,3.7,4.7,23.1,.432,.481,.325,.483,.796,.551
196,Josh Okogie,okogijo01,2019,2020,MIN,NBA,24.3,136,80,3304,5.2,12.9,3.8,7.7,1.4,5.3,3.9,5.0,1.8,5.1,6.9,2.7,2.2,0.8,2.1,4.4,15.8,.404,.493,.274,.460,.765,.520
197,Dorian Finney-Smith,finnedo01,2017,2020,DAL,NBA,24.2,247,135,5973,5.1,11.9,3.0,5.5,2.1,6.4,1.7,2.3,2.8,5.8,8.6,2.4,1.5,0.8,1.7,4.2,13.9,.425,.541,.327,.514,.725,.538
198,Joe Harris,harrijo01,2015,2020,TOT,NBA,24.2,325,165,7860,7.4,15.6,3.7,7.0,3.7,8.7,1.8,2.3,1.1,5.1,6.2,3.2,0.9,0.4,2.4,4.0,20.4,.474,.538,.423,.592,.786,.610
199,Nikola Mirotić,mirotni01,2015,2019,TOT,NBA,24.2,319,95,7718,8.4,19.8,4.4,8.8,3.9,11.0,4.4,5.5,1.9,10.2,12.1,2.6,1.5,1.5,2.4,4.3,25.1,.423,.502,.359,.522,.808,.565
200,D.J. Augustin,augusdj01,2009,2020,TOT,NBA,24.1,856,313,20634,6.8,16.6,4.1,9.3,2.7,7.2,4.7,5.4,0.6,3.4,4.1,8.6,1.3,0.1,3.2,3.1,21.1,.412,.438,.379,.495,.865,.556
201,Emmanuel Mudiay,mudiaem01,2016,2020,TOT,NBA,24.1,294,164,7078,8.4,20.9,6.5,15.1,1.9,5.9,3.9,5.3,1.0,5.1,6.1,7.9,1.5,0.6,4.6,3.4,22.6,.401,.431,.323,.446,.743,.486
202,Kelly Oubre,oubreke01,2016,2020,TOT,NBA,24.1,348,99,8375,7.8,18.0,5.3,10.6,2.4,7.4,3.9,5.0,1.6,6.7,8.4,1.9,1.8,0.9,2.1,5.2,21.9,.431,.503,.329,.499,.778,.541
203,Jarrett Allen,allenja01,2018,2020,BRK,NBA,24.0,216,169,5184,7.7,12.7,7.6,12.1,0.1,0.6,4.2,6.1,4.9,10.5,15.4,2.3,1.0,2.7,2.4,4.4,19.7,.607,.628,.169,.611,.692,.641
204,Allen Crabbe,crabbal01,2014,2020,TOT,NBA,24.0,381,113,9125,6.6,15.5,3.3,6.9,3.3,8.6,2.1,2.5,0.6,5.2,5.8,2.3,1.2,0.6,1.5,4.1,18.6,.425,.471,.387,.531,.831,.559
205,Jarrett Culver,culveja01,2020,2020,MIN,NBA,23.9,63,35,1506,7.1,17.5,5.1,10.7,2.0,6.8,1.7,3.6,2.2,4.4,6.5,3.4,1.8,1.2,2.5,3.9,17.9,.404,.471,.299,.462,.462,.467
206,Jemerrio Jones,jonesje01,2019,2019,LAL,NBA,23.8,6,2,143,3.9,10.7,3.3,7.5,0.7,3.3,0.3,0.7,5.2,10.7,15.9,4.2,2.3,1.6,1.6,3.3,8.8,.364,.435,.200,.394,.500,.398
207,Terrence Jones,joneste01,2013,2019,TOT,NBA,23.8,234,118,5562,8.8,17.5,7.9,14.7,0.8,2.8,3.3,5.3,3.5,8.4,11.9,2.1,1.3,2.4,1.9,3.5,21.6,.501,.539,.297,.524,.621,.545
208,DeMarre Carroll,carrode01,2010,2020,TOT,NBA,23.7,575,339,13616,6.6,15.5,4.2,8.7,2.4,6.8,3.2,4.4,2.4,6.6,9.0,2.7,1.9,0.6,1.8,4.1,18.9,.430,.485,.358,.508,.740,.545
209,Kevin Knox,knoxke01,2019,2020,NYK,NBA,23.7,140,61,3324,7.0,19.1,4.2,10.9,2.8,8.2,3.3,4.8,1.3,6.3,7.6,2.1,1.0,0.8,2.3,4.1,20.1,.367,.388,.337,.439,.697,.474
210,Ben McLemore,mclembe01,2014,2020,TOT,NBA,23.6,431,252,10162,6.7,16.0,3.9,8.1,2.9,8.0,2.4,3.1,0.9,4.2,5.1,2.2,1.4,0.4,2.5,4.7,18.8,.421,.477,.363,.511,.780,.540
211,Willie Cauley-Stein,caulewi01,2016,2020,TOT,NBA,23.5,349,238,8187,8.4,15.7,8.4,15.5,0.0,0.1,3.1,5.0,3.7,9.4,13.0,3.3,1.9,1.7,2.1,4.9,20.0,.539,.541,.211,.540,.611,.559
212,Larry Nance,nancela02,2016,2020,TOT,NBA,23.5,315,96,7396,7.1,13.2,6.4,11.1,0.7,2.1,2.2,3.1,4.4,9.5,13.9,3.7,2.5,1.1,2.0,4.8,17.0,.537,.578,.324,.563,.695,.584
213,Fred VanVleet,vanvlfr01,2017,2020,TOR,NBA,23.5,225,76,5293,7.3,17.9,4.0,9.4,3.3,8.4,3.1,3.7,0.6,4.6,5.2,8.2,2.1,0.5,2.6,3.6,21.1,.411,.428,.392,.503,.839,.541
214,Bruce Brown,brownbr01,2019,2020,DET,NBA,23.4,132,99,3083,5.2,12.2,4.2,9.1,0.9,3.0,2.1,2.9,1.7,5.6,7.3,5.1,1.6,1.0,2.3,5.4,13.4,.424,.465,.302,.462,.743,.498
215,Ersan İlyasova,ilyaser01,2007,2020,TOT,NBA,23.4,801,423,18718,8.3,18.7,6.0,12.4,2.3,6.3,3.3,4.2,3.7,8.6,12.4,2.4,1.5,0.8,2.1,5.3,22.2,.444,.484,.366,.506,.776,.539
216,Lance Stephenson,stephla01,2011,2019,TOT,NBA,23.4,508,199,11866,7.5,16.9,6.0,12.1,1.5,4.7,2.3,3.3,1.4,7.7,9.1,6.3,1.4,0.3,3.6,4.3,18.7,.444,.494,.315,.488,.685,.511
217,Luke Kennard,kennalu01,2018,2020,DET,NBA,23.3,164,44,3822,7.6,17.2,4.2,8.8,3.4,8.4,2.4,2.7,0.5,5.4,5.9,4.6,1.1,0.4,2.2,3.1,20.9,.441,.478,.402,.539,.863,.568
218,Luc Mbah a Moute,mbahalu01,2009,2019,TOT,NBA,23.3,686,453,16013,5.4,11.8,4.7,9.8,0.7,2.0,2.6,3.9,3.1,5.8,8.9,1.9,1.9,0.8,2.1,4.0,13.9,.454,.478,.335,.482,.660,.516
219,Tomáš Satoranský,satorto01,2017,2020,TOT,NBA,23.3,275,151,6404,5.7,12.2,4.3,8.4,1.4,3.8,2.5,3.1,1.9,4.5,6.4,8.5,1.8,0.3,2.8,3.8,15.3,.469,.514,.369,.526,.817,.567
220,OG Anunoby,anunoog01,2018,2020,TOR,NBA,23.2,204,130,4730,6.3,13.0,4.0,6.8,2.3,6.3,1.4,2.1,1.8,5.6,7.4,2.1,1.9,0.8,1.8,4.3,16.1,.480,.590,.362,.567,.638,.578
221,Kevin Porter,porteke02,2020,2020,CLE,NBA,23.2,50,3,1162,7.8,17.6,5.6,11.0,2.2,6.6,3.1,4.2,0.9,5.9,6.8,4.6,1.9,0.6,3.9,5.7,20.9,.442,.506,.335,.505,.723,.535
222,Maurice Harkless,harklma01,2013,2020,TOT,NBA,23.1,537,324,12384,6.2,12.9,4.9,8.9,1.3,4.0,1.8,3.0,2.6,5.5,8.1,2.0,2.1,1.4,1.9,4.4,15.5,.478,.547,.325,.529,.612,.544
223,Corey Brewer,breweco01,2008,2019,TOT,NBA,23.0,814,310,18738,7.1,16.8,5.8,12.1,1.3,4.7,3.3,4.6,1.6,4.4,6.1,3.3,2.7,0.6,2.5,4.7,18.9,.425,.480,.284,.465,.713,.502
224,Langston Galloway,gallola01,2015,2020,TOT,NBA,23.0,405,62,9295,6.7,16.8,3.4,8.0,3.3,8.9,2.1,2.6,1.1,4.6,5.7,3.8,1.6,0.3,1.4,3.6,18.7,.396,.428,.367,.492,.810,.519
225,Justin Holiday,holidju01,2013,2020,TOT,NBA,23.0,422,164,9700,6.1,15.4,3.0,6.8,3.1,8.6,2.1,2.5,0.8,5.4,6.2,3.1,2.1,0.9,1.9,3.3,17.5,.397,.443,.362,.499,.826,.528
226,Derrick White,whitede01,2018,2020,SAS,NBA,23.0,145,68,3335,7.1,15.1,5.5,10.6,1.6,4.6,3.8,4.6,1.0,5.8,6.8,7.0,1.6,1.5,2.6,4.2,19.6,.470,.519,.359,.525,.814,.572
227,Trey Burke,burketr01,2014,2020,TOT,NBA,22.9,386,128,8858,9.2,22.4,6.5,14.5,2.7,7.9,2.6,3.3,0.9,3.6,4.5,7.9,1.3,0.3,2.8,3.1,23.6,.410,.446,.343,.470,.798,.496
228,Damion Lee,leeda03,2018,2020,TOT,NBA,22.9,96,47,2202,7.2,17.2,4.4,9.2,2.8,8.0,3.3,3.9,1.1,7.0,8.1,3.8,1.8,0.2,2.0,3.7,20.5,.419,.482,.346,.499,.853,.542
229,Jusuf Nurkić,nurkiju01,2015,2019,TOT,NBA,22.9,310,229,7103,10.0,20.4,10.0,20.1,0.0,0.3,5.0,7.5,5.4,11.8,17.2,4.1,1.8,2.8,4.4,6.6,25.1,.491,.498,.071,.492,.666,.529
230,Kenrich Williams,willike04,2019,2020,NOP,NBA,22.9,81,47,1858,3.9,10.5,2.0,4.2,1.9,6.3,0.5,1.1,2.6,7.3,9.9,3.4,1.7,1.0,1.4,4.4,10.3,.370,.465,.306,.461,.512,.466
231,Cody Zeller,zelleco01,2014,2020,TOT,NBA,22.9,419,252,9613,7.1,13.8,6.9,13.2,0.1,0.6,4.6,6.3,4.3,8.7,13.1,3.1,1.5,1.6,2.4,5.8,18.9,.513,.525,.248,.519,.731,.571
232,Michael Beasley,beaslmi01,2009,2019,TOT,NBA,22.8,609,238,13903,11.4,24.6,10.3,21.5,1.1,3.1,4.1,5.4,2.5,8.1,10.6,2.9,1.3,1.2,3.8,4.8,28.0,.465,.481,.349,.487,.759,.520
233,Rondae Hollis-Jefferson,holliro01,2016,2020,TOT,NBA,22.8,286,152,6528,7.2,16.1,6.9,14.6,0.3,1.5,5.1,6.9,3.1,8.9,12.0,4.1,2.0,1.2,2.8,4.4,19.8,.448,.472,.214,.458,.738,.518
234,Nick Young,youngni01,2008,2019,TOT,NBA,22.8,720,201,16419,9.0,21.5,5.8,12.9,3.2,8.6,4.2,5.1,0.8,3.6,4.4,2.1,1.2,0.4,2.2,4.1,25.4,.418,.446,.376,.493,.836,.536
235,Marco Belinelli,belinma01,2008,2020,TOT,NBA,22.7,855,219,19444,7.7,18.1,4.5,9.7,3.2,8.4,3.2,3.8,0.5,4.1,4.6,3.7,1.3,0.2,2.2,3.2,21.7,.424,.465,.376,.511,.845,.549
236,Terry Rozier,roziete01,2016,2020,TOT,NBA,22.7,335,93,7597,7.5,19.0,4.2,10.1,3.3,8.9,2.7,3.3,1.4,6.8,8.1,5.8,1.7,0.4,2.3,2.9,21.0,.394,.415,.371,.481,.813,.512
237,Ky Bowman,bowmaky01,2020,2020,GSW,NBA,22.6,45,12,1015,6.3,15.1,4.8,10.1,1.6,5.0,1.6,1.9,1.1,4.6,5.7,6.2,2.1,0.5,3.3,4.8,15.8,.417,.472,.308,.469,.829,.494
238,Monte Morris,morrimo01,2018,2020,DEN,NBA,22.6,150,14,3397,8.3,17.3,6.1,11.9,2.1,5.4,1.7,2.1,0.8,3.7,4.5,7.7,1.9,0.3,1.4,2.4,20.4,.480,.517,.398,.542,.814,.561
239,Jared Dudley,dudleja01,2008,2020,TOT,NBA,22.5,887,286,19983,6.0,13.0,3.8,7.4,2.2,5.6,2.3,3.2,2.0,5.1,7.1,3.5,1.8,0.4,1.9,4.1,16.6,.464,.517,.394,.549,.732,.576
240,Jodie Meeks,meeksjo01,2010,2019,TOT,NBA,22.5,539,204,12110,7.0,16.7,3.7,8.0,3.3,8.7,3.7,4.2,0.6,4.1,4.7,2.5,1.7,0.2,1.7,2.7,21.0,.420,.471,.373,.517,.879,.565
241,Tony Snell,snellto01,2014,2020,TOT,NBA,22.5,501,275,11278,5.2,12.2,2.5,5.1,2.8,7.2,1.2,1.4,0.6,4.5,5.1,2.6,1.1,0.5,1.3,3.1,14.4,.428,.487,.385,.540,.838,.560
242,Robin Lopez,lopezro01,2009,2020,TOT,NBA,22.4,826,584,18511,8.3,15.7,8.2,15.3,0.1,0.4,3.1,4.2,5.2,6.2,11.4,1.9,0.5,2.6,2.5,4.4,19.8,.529,.535,.299,.533,.751,.567
243,Jordan Poole,poolejo01,2020,2020,GSW,NBA,22.4,57,14,1274,6.3,18.9,3.5,8.9,2.8,10.0,3.6,4.5,0.3,4.1,4.4,5.0,1.3,0.4,2.8,3.5,18.9,.333,.392,.279,.406,.798,.454
244,Seth Curry,curryse01,2014,2020,TOT,NBA,22.3,251,73,5589,8.2,17.1,4.3,8.4,3.9,8.8,2.2,2.6,0.8,3.7,4.4,3.9,1.6,0.3,2.2,3.3,22.4,.476,.511,.443,.589,.844,.613
245,Frank Kaminsky,kaminfr01,2016,2020,TOT,NBA,22.2,314,36,6970,7.8,18.5,5.2,10.9,2.7,7.7,3.7,4.9,1.7,7.4,9.1,3.7,1.0,0.8,1.9,3.5,22.0,.423,.474,.349,.494,.749,.532
246,Nerlens Noel,noelne01,2015,2020,TOT,NBA,22.2,355,166,7864,7.4,13.7,7.4,13.6,0.0,0.0,3.1,4.8,4.3,9.5,13.8,2.6,2.9,3.1,3.0,5.6,17.9,.542,.542,.286,.542,.648,.568
247,Gorgui Dieng,dienggo01,2014,2020,TOT,NBA,22.1,510,204,11260,6.8,13.7,6.3,12.2,0.5,1.5,3.6,4.6,4.2,9.7,13.9,3.1,1.9,2.2,2.6,5.1,17.8,.500,.519,.343,.519,.785,.567
248,Wesley Johnson,johnswe01,2011,2019,TOT,NBA,22.1,609,334,13472,6.0,14.9,3.8,8.2,2.3,6.7,1.3,1.8,1.2,5.9,7.1,2.4,1.7,1.5,1.9,4.3,15.7,.404,.460,.337,.481,.741,.499
249,Luguentz Dort,dortlu01,2020,2020,OKC,NBA,22.0,29,21,637,5.0,12.0,3.3,6.4,1.7,5.6,2.1,2.8,1.1,3.0,4.1,1.6,1.8,0.2,1.1,6.0,13.8,.414,.512,.301,.484,.778,.521
250,Solomon Hill,hillso01,2014,2020,TOT,NBA,22.0,359,172,7904,4.5,11.4,2.7,6.1,1.8,5.3,2.2,2.8,1.5,5.7,7.2,3.5,1.5,0.5,2.1,3.9,13.1,.396,.447,.338,.475,.800,.517
251,Alec Burks,burksal01,2012,2020,TOT,NBA,21.9,488,85,10664,8.1,19.4,6.3,14.2,1.9,5.2,5.7,7.2,1.4,6.1,7.5,4.3,1.5,0.4,3.0,4.1,23.9,.420,.442,.358,.468,.792,.529
252,JaMychal Green,greenja01,2015,2020,TOT,NBA,21.9,354,151,7754,7.0,15.0,5.4,10.4,1.7,4.6,2.8,3.7,4.2,9.9,14.2,2.1,1.3,1.0,2.6,6.2,18.6,.470,.515,.367,.526,.767,.560
253,Thabo Sefolosha,sefolth01,2007,2020,TOT,NBA,21.9,869,475,19062,5.1,11.3,3.7,7.4,1.4,3.9,1.7,2.4,1.7,7.0,8.7,3.2,2.5,1.0,2.0,3.8,13.3,.449,.502,.349,.509,.732,.536
254,Nemanja Bjelica,bjeline01,2016,2020,TOT,NBA,21.8,333,153,7245,6.8,14.6,4.0,7.6,2.8,7.0,1.7,2.2,2.6,8.1,10.7,3.9,1.5,1.0,2.2,5.7,18.0,.465,.530,.393,.559,.770,.579
255,Cory Joseph,josepco01,2012,2020,TOT,NBA,21.8,592,117,12894,6.2,14.1,5.1,10.8,1.1,3.3,2.3,3.0,1.2,4.8,5.9,6.6,1.8,0.5,2.3,3.5,15.9,.441,.476,.331,.481,.766,.514
256,Enes Kanter,kanteen01,2012,2020,TOT,NBA,21.8,634,222,13840,11.0,20.3,10.8,19.7,0.2,0.5,4.7,6.1,6.8,10.8,17.6,2.0,0.9,1.1,3.6,5.0,26.9,.542,.549,.287,.546,.776,.585
257,Royce O'Neale,onealro01,2018,2020,UTA,NBA,21.8,215,75,4683,4.4,9.9,2.4,4.6,2.0,5.3,1.3,1.7,0.7,8.2,9.0,4.0,1.4,0.7,1.8,4.8,12.2,.447,.524,.380,.549,.772,.572
258,Mitchell Robinson,robinmi01,2019,2020,NYK,NBA,21.8,127,26,2772,8.0,11.0,8.0,11.0,0.0,0.0,2.9,4.9,6.3,8.5,14.9,1.3,1.8,4.9,1.3,7.2,18.8,.720,.720,,.720,.583,.710
